v2x_delay,e2e_delay,distance
79,529,270.350519
84,1576,270.350519
69,121,270.350519
88,158,270.350519
94,1031,270.350519
89,151,270.350519
87,1035,270.350519
108,1584,284.9872484
77,171,284.9872484
81,1466,284.9872484
99,227,284.9872484
102,1006,284.9872484
67,425,284.9872484
92,759,284.9872484
99,697,284.9872484
71,649,284.9872484
22,301,284.9791462
86,169,284.9791462
80,564,284.9791462
93,116,284.9791462
91,1361,299.8492525
107,119,299.8492525
68,834,299.8492525
93,1099,299.8492525
114,355,299.8492525
100,168,299.8492525
79,1365,299.8492525
87,1044,299.8419398
82,454,299.8419398
82,528,299.8419398
73,366,299.8419398
69,1305,314.8200763
72,1209,314.8200763
72,1093,314.8200763
72,1188,314.8200763
77,425,314.8200763
69,928,345.0639861
81,165,345.055925
62,580,345.055925
79,467,345.055925
74,766,345.055925
69,107,345.055925
77,448,345.055925
87,387,345.055925
93,662,345.055925
106,1565,345.055925
95,1475,345.055925
72,1122,345.0486108
70,1244,345.0486108
66,379,345.0486108
73,1491,345.0486108
71,278,345.0486108
78,534,345.0486108
94,257,345.0486108
76,1400,345.0486108
70,1119,345.0486108
63,833,345.0486108
70,1471,345.0478641
69,759,345.0478641
74,583,345.0478641
92,1083,345.0478641
77,950,360.1502104
76,1001,360.1502104
65,1221,360.1502104
64,305,360.1502104
74,575,360.1502104
85,763,360.1502104
78,890,360.1428961
75,217,360.1428961
74,601,360.1428961
71,1026,360.1502104
72,1525,375.2071945
67,887,375.2071945
88,988,375.2071945
74,1343,375.2071945
83,1235,390.3586504
72,1300,390.3586504
68,711,390.3586504
64,1390,390.3586504
84,336,390.3586504
72,309,390.3586504
69,1043,390.3586504
66,538,390.3586504
88,747,390.3586504
67,756,390.3586504
71,404,390.3586504
594,1988,405.5883371
494,1932,405.5949092
397,811,405.5949092
299,1280,405.5949092
201,1447,405.5949092
103,886,405.5949092
76,1286,405.5949092
86,314,405.5949092
75,549,405.5949092
78,78,405.5949092
76,792,405.5949092
68,96,405.6022236
107,776,420.8339621
73,1105,420.8339621
72,517,420.8339621
74,434,420.8339621
81,1131,420.8339621
69,489,420.8339621
76,1418,420.8339621
61,1343,420.8339621
70,583,420.8339621
67,382,420.8412768
65,1230,420.8412768
64,1380,451.7066043
82,1350,451.7066043
69,1462,451.7131908
73,1079,451.7131908
81,1497,451.7131908
74,1514,451.7131908
83,909,451.7131908
73,1432,451.7131908
69,1332,451.7131908
87,635,451.7131908
75,1279,451.7131908
75,1039,451.7131908
78,977,451.7205058
79,320,467.3108688
82,1120,467.3108688
85,202,467.3108688
58,421,543.0909127
72,946,467.3108688
68,538,543.0909127
81,626,467.3108688
81,307,467.3108688
65,1314,543.0909127
79,1209,467.3108688
92,1088,467.3108688
64,667,467.3108688
77,315,467.318184
1060,1769,482.9597761
1069,1944,527.4444343
971,2071,527.4444343
966,1541,482.9597761
874,1751,527.4444343
872,2303,482.9597761
778,1430,527.4444343
774,1829,482.9597761
673,1007,482.9597761
582,956,527.4444343
576,1715,482.9597761
485,1695,527.4444343
480,1413,482.9597761
388,994,527.4444343
382,1608,482.9597761
290,1749,527.4444343
284,1615,482.9597761
192,751,527.4444343
186,1054,482.9597761
95,1411,527.4371094
91,305,482.9597761
49,954,527.4371094
70,201,482.9597761
49,144,527.4371094
79,546,498.5547201
67,446,511.8409072
85,520,498.5547201
58,1404,511.8409072
83,1090,498.5547201
48,1527,511.8409072
84,1177,498.5547201
53,294,511.8409072
83,994,498.5547201
59,1302,511.8409072
93,303,498.5547201
85,1044,498.5547201
75,1309,511.8409072
74,449,498.5620356
48,68,511.8409072
79,629,498.5620356
54,526,511.8409072
75,716,529.9142415
79,1444,529.9142415
75,1317,480.4926117
74,984,529.9142415
55,104,480.4926117
78,1498,529.9142415
103,662,529.9142415
75,271,529.9142415
77,1336,529.9142415
80,820,529.9142415
82,1292,529.9069258
87,565,529.9069258
101,1256,529.9069258
79,1459,529.9069258
74,249,529.9069258
85,553,529.9069258
86,1193,529.9069258
83,853,529.9069258
84,332,529.9069258
67,171,529.9069258
85,1265,529.9142415
75,124,529.9142415
88,424,561.5915256
77,91,561.5915256
90,807,561.5915256
75,349,561.5915256
74,1344,561.5915256
79,1280,561.5915256
88,1071,561.5915256
26,979,561.5849163
81,575,561.5849163
98,1072,561.5849163
78,1016,561.5849163
67,1181,561.5849163
77,1141,561.5849163
71,802,561.5849163
82,343,561.5849163
76,1153,561.5849163
93,200,561.5849163
93,1126,561.5849163
80,779,561.5856233
86,1019,561.5856233
73,85,577.4551336
76,736,577.4551336
84,130,577.4551336
98,847,577.4551336
64,1102,577.4551336
77,874,577.4551336
76,1181,577.4551336
74,446,577.4551336
72,1546,577.4551336
94,847,577.4551336
85,1349,593.2874216
74,773,593.2874216
82,921,593.2874216
86,270,593.2874216
88,747,593.2874216
72,1299,593.2874216
81,434,593.2874216
77,373,593.2874216
85,907,593.2881215
78,1341,593.2881215
103,253,593.2881215
72,1173,624.978287
73,285,624.978287
72,785,624.978287
74,103,624.978287
77,530,624.978287
79,1201,624.978287
70,97,624.9776032
82,1290,624.978287
92,1360,624.978287
71,1473,624.978287
84,935,624.978287
78,105,624.978287
68,856,624.978287
89,760,624.978287
70,941,624.978287
71,242,624.978287
74,477,624.978287
68,1538,624.9856039
77,790,640.7606886
75,90,640.7606886
72,1010,640.7606886
79,689,640.7606886
68,1342,640.7606886
72,1136,640.7606886
66,1108,640.7606886
77,945,640.7606886
76,667,656.3990754
65,418,671.9589853
68,745,671.9589853
63,886,671.9589853
69,1369,671.9589853
74,754,671.9589853
83,798,671.9589853
71,186,671.9589853
85,233,671.9589853
77,1179,671.9589853
70,860,671.9589853
77,360,671.9663028
70,730,671.9663028
87,170,671.9663028
80,662,671.9663028
65,662,671.9663028
77,153,671.9663028
70,356,671.9663028
69,238,671.9663028
82,996,671.9663028
103,154,671.9663028
78,784,671.9736203
69,706,671.9736203
75,332,687.3620165
59,394,323.0048678
84,1140,687.3620165
64,1091,323.0048678
73,108,687.3620165
54,468,323.0048678
64,1085,687.3620165
63,565,323.0048678
76,244,687.3620165
52,1216,323.0048678
74,1337,687.3620165
40,705,323.0048678
75,993,687.3620165
59,1345,323.0048678
79,967,687.3620165
62,467,323.0048678
66,1268,687.3693342
46,1384,323.0048678
63,1305,687.3693342
72,181,687.3693342
76,585,307.7258149
72,312,702.643496
60,581,307.7258149
90,626,702.643496
78,452,307.7258149
90,249,702.643496
43,625,307.7258149
62,272,702.643496
54,276,307.7258149
75,603,702.643496
61,960,307.7258149
67,109,702.643496
63,1101,307.7258149
68,196,702.643496
59,1497,307.7258149
67,1003,702.643496
50,767,307.7331411
80,767,702.650814
59,191,307.7331411
73,1136,702.650814
51,438,307.7331411
72,687,717.9841561
49,1367,292.4010792
70,1335,717.9841561
92,1077,717.9841561
70,1345,292.4010792
79,901,717.9841561
73,1364,717.9841561
85,1115,292.4010792
66,856,292.4010792
58,59,277.1182365
70,117,277.1186135
50,474,277.1186135
45,227,277.1186135
75,323,277.1186135
64,1327,277.1186135
52,1308,277.1186135
59,1340,277.1186135
40,1059,277.1186135
64,1380,277.1186135
46,287,261.7825544
50,101,261.7825544
46,1374,261.7825544
52,139,246.5422819
49,442,246.5422819
45,205,246.5422819
56,373,246.5422819
63,564,246.5422819
55,212,246.5422819
48,859,246.5422819
71,529,246.5422819
51,852,246.5422819
50,1105,246.5422819
56,714,246.5422819
69,994,763.9006689
53,1091,246.5422819
70,1081,763.9006689
64,1472,246.5422819
63,1412,763.9006689
62,1478,246.5422819
72,1552,763.9006689
51,406,246.5422819
76,584,763.9153048
68,1121,246.5349543
71,857,763.9153048
55,812,246.5349543
92,1358,823.5610491
48,244,186.9049967
75,720,823.5610491
52,229,186.9049967
70,273,823.5610491
47,929,186.9049967
83,549,823.5610491
52,701,186.9049967
77,989,823.5610491
73,1291,186.9049967
74,978,186.9049967
53,1258,186.9049967
75,606,823.5610491
78,846,823.5610491
117,628,823.5610491
65,270,823.5610491
75,81,186.9049967
60,1329,186.9049967
65,1516,823.5677161
59,1367,186.9123256
69,1408,823.5677161
65,662,823.5677161
87,1519,186.9123256
52,314,186.9123256
76,231,823.5677161
56,728,186.9123256
67,650,823.5677161
83,870,823.5677161
96,803,186.9123256
46,950,186.9123256
74,468,823.5677161
54,1451,186.9123256
73,1188,823.5677161
64,1400,823.5677161
87,399,186.9123256
50,396,186.9123256
70,1098,823.5677161
57,1324,186.9123256
90,1221,823.5750343
75,1041,823.5750343
89,1285,186.9123256
54,176,186.9123256
76,551,838.1551945
61,827,172.3445119
68,1361,838.1551945
69,95,172.3445119
84,1244,838.1551945
72,962,172.3445119
72,1160,838.1551945
55,736,172.3445119
79,638,838.1551945
61,674,172.3445119
94,1136,838.1551945
66,387,172.3445119
64,575,838.1551945
71,352,172.3445119
78,848,838.1551945
86,1584,838.169179
68,517,172.3445119
84,745,838.169179
54,1286,172.3445119
75,1253,838.169179
65,589,172.3445119
68,1060,838.169179
70,1444,172.3445119
71,1100,172.3445119
51,530,172.3445119
72,90,172.3445119
78,1172,838.169179
80,736,838.169179
82,1480,838.169179
97,1107,172.3445119
76,1503,838.169179
71,1261,172.3445119
68,135,838.169179
61,1227,172.3445119
72,284,838.169179
56,80,172.3445119
87,184,838.1758455
79,1279,838.1758455
96,675,172.3442947
66,930,172.3442947
66,835,838.1758455
66,1491,172.3442947
94,1261,838.1758455
66,274,172.3442947
86,965,838.1758455
52,1373,172.3442947
74,919,838.1758455
66,72,172.3442947
76,584,838.1758455
69,1169,838.1758455
106,572,172.3442947
60,503,172.3442947
76,1293,838.1758455
66,273,172.3442947
76,1451,838.1758455
73,756,172.3442947
65,1027,852.6284724
81,974,157.9062848
79,289,852.6284724
83,677,852.6284724
98,906,157.9062848
76,732,852.6284724
74,415,157.9064702
78,529,852.6284724
56,1553,157.9064702
74,425,852.6284724
79,258,852.6284724
24,918,157.9064702
70,973,852.6357906
61,1522,157.9064702
91,970,852.6357906
66,1220,157.9064702
76,880,866.968091
71,737,143.5806782
94,1181,866.9754093
75,656,866.9754093
13,669,143.5806782
71,485,866.9754093
74,1234,143.5806782
76,1044,866.9754093
52,1289,143.5806782
92,1368,866.9754093
59,976,143.5806782
79,952,866.9754093
602,1062,143.5806782
598,722,866.9754093
508,1463,143.5806782
503,699,866.9754093
411,1024,143.5806782
408,1176,866.9754093
315,1396,143.5806782
312,900,866.9754093
77,395,143.5806782
77,432,866.9747613
74,1563,129.4089277
71,960,881.16314
65,106,129.4089277
80,1012,881.16314
70,556,129.4089277
65,400,881.16314
74,229,129.4089277
76,1564,895.041928
56,362,115.5355271
79,624,895.041928
52,1327,115.5355271
75,196,895.041928
69,745,115.5355271
65,713,895.0492464
59,756,115.5355271
76,371,895.0492464
69,1055,895.0492464
100,1583,115.5355271
67,688,115.5355271
75,1352,895.0492464
91,401,895.0492464
102,779,115.5355271
87,1021,895.0492464
60,707,115.5355271
106,331,895.0492464
66,1422,895.0492464
107,411,115.5355271
77,1231,895.0492464
77,1062,895.0492464
110,981,115.5355271
67,181,895.0492464
76,860,102.0381097
75,699,908.5589624
104,203,102.0381097
64,80,908.5589624
81,130,102.0307788
80,597,908.5589624
86,872,908.5589624
112,691,102.0307788
97,343,908.5589624
77,911,908.5589624
32,1294,102.0307788
73,113,921.8358463
74,805,88.76322274
76,604,921.8358463
65,1288,88.76322274
77,1422,921.8358463
67,743,88.76322274
70,1110,921.8358463
70,1076,921.843165
39,1297,88.76316363
70,1193,921.843165
64,1048,921.843165
88,1336,88.76316363
60,239,88.76316363
71,591,921.843165
96,1439,88.76316363
91,640,921.843165
54,610,88.76316363
77,379,921.843165
62,794,88.76316363
64,130,934.7749131
71,881,934.7749131
80,473,75.86217402
63,105,75.86217402
77,559,934.7749131
74,629,934.7749131
97,203,75.86217402
70,1218,934.7822318
1234,1950,75.86217402
1136,1411,75.86217402
1132,1898,934.7822318
1039,1613,75.86217402
1040,1663,75.86217402
942,2132,75.86217402
938,1943,934.7822318
839,886,934.7822318
847,1729,75.86217402
750,1390,75.86217402
651,1242,75.86217402
553,1978,63.19327078
360,609,63.19327078
70,805,947.4937809
79,1149,63.18594348
57,861,63.18594348
79,930,947.4937809
75,558,947.4937809
86,1304,63.18594348
59,1461,63.18594348
73,1212,947.4937809
73,380,947.4937809
112,657,63.18594348
75,1456,959.9186222
101,683,50.8227746
75,1371,959.9186222
69,447,959.9186222
98,697,50.8227746
76,848,50.8227746
70,530,959.9253021
75,1413,959.9253021
87,1012,50.8227746
70,417,50.8227746
65,467,959.9253021
65,396,50.8227746
83,1180,959.9253021
66,555,959.9253021
87,536,50.8227746
68,1197,50.8227746
82,292,959.9253021
67,349,50.8227746
94,1507,959.9253021
74,685,50.8227746
76,1432,50.8227746
77,1495,50.8227746
89,1580,959.9253021
37,1524,50.8227746
71,886,959.9253021
92,339,959.9332595
103,888,50.8227746
78,1213,959.9332595
81,1434,50.8227746
94,1267,39.16350511
73,1188,39.16350511
91,732,971.6796595
74,1180,39.16350511
80,551,971.6796595
77,460,39.16350511
81,1258,971.6796595
78,1040,971.6796595
115,655,39.16350511
73,169,971.6796595
83,328,971.6796595
17,482,39.16350511
64,661,39.16350511
81,278,991.3774697
71,1540,991.3847884
86,1424,19.81172117
80,108,991.3847884
89,208,19.81172117
76,1113,19.81172117
78,803,19.81172117
82,692,19.81172117
90,711,19.81172117
92,1315,991.3847884
64,194,19.81172117
83,1350,991.3847884
75,1484,19.81172117
82,1144,991.3847884
66,1183,991.3847884
13,958,19.81172117
62,63,19.81172117
109,665,991.3847884
76,626,991.3847884
31,873,19.80932765
118,711,991.3847884
73,319,19.80932765
584,896,991.3847884
497,1634,19.80932765
492,1062,991.3847884
401,1326,19.80932765
400,1121,991.3847884
300,731,991.3847884
199,665,991.3847884
208,1574,19.80932765
102,1505,991.3847884
112,284,19.80932765
69,546,19.80932765
68,641,991.3847884
80,1138,991.3847884
94,948,19.80932765
73,839,991.3847884
71,515,991.3847884
65,1139,991.3921072
93,1249,19.80932765
69,235,991.3921072
52,758,19.8188798
67,542,991.3921072
68,392,991.3921072
44,1344,19.8188798
66,447,991.3921072
78,857,999.7285728
16,581,11.96957933
77,1354,999.7285728
68,70,999.7285728
114,587,11.96957933
68,452,999.7285728
80,672,11.96957933
81,1316,11.96957933
61,498,999.7285728
94,517,999.7285728
25,339,999.7285728
36,75,11.97633238
78,143,999.7285728
97,105,11.97633238
105,562,6.3704783
-65431,-64101,6.3704783
99,713,6.3704783
61,1112,6.37485087
61,820,6.37485087
27,497,5.992501512
115,1087,5.992501512
28,1233,5.992501512
97,559,5.992501512
65,1533,5.992501512
109,1572,5.992501512
93,336,9.448254373
18,1241,9.448254373
40,1162,9.448254373
52,332,9.449409647
105,608,9.449409647
1352,1640,16.77911248
1255,2556,16.77911248
1158,2475,16.77911248
960,1600,16.77911248
763,1447,16.77911248
565,1442,16.77911248
367,1158,16.77911248
270,1672,16.77911248
40,998,16.77911248
104,1446,16.77911248
26,1429,19.98540105
113,1191,19.98540105
75,1177,19.98540105
18,343,19.98540105
100,875,19.98540105
27,1513,19.98540105
86,1389,19.98540105
61,170,19.98540105
36,1165,19.98540105
77,1070,22.73500675
49,1183,22.73500675
90,1220,22.73500675
108,411,22.73500675
91,628,22.73500675
105,1467,22.73500675
74,81,22.74204393
79,246,22.74204393
108,1216,22.74204393
105,533,24.6853083
93,168,24.6853083
110,871,24.6853083
81,635,24.6853083
86,1022,24.6853083
46,1173,24.6853083
73,185,24.6853083
581,1820,25.85779298
484,1826,25.85779298
387,1130,25.85779298
194,601,25.85779298
112,678,25.85779298
91,293,25.86767497
19,1233,25.86767497
84,480,26.53156569
69,239,26.53156569
95,1575,26.53156569
71,1103,26.53156569
98,143,26.53156569
63,685,26.88788234
76,937,26.88788234
67,927,26.88788234
70,239,26.88788234
86,793,26.88788234
52,792,26.88788234
77,1123,26.88788234
85,1033,26.88788234
79,639,26.88788234
72,533,26.88788234
62,1517,26.88788234
74,402,26.88788234
58,1349,26.88788234
59,321,27.10381689
68,958,27.10381689
72,527,27.10381689
61,148,27.10381689
72,174,27.10110021
67,1186,27.10110021
111,838,27.10110021
74,615,27.10110021
73,846,27.10110021
59,988,27.10110021
76,191,27.10110021
89,145,27.73245771
68,743,27.73245771
95,1542,27.73245771
63,1150,27.73245771
58,775,29.33568112
53,976,29.33568112
593,692,29.33568112
495,1657,29.33568112
397,574,29.33568112
299,1136,29.33568112
202,1262,29.33568112
113,406,29.33568112
75,1355,29.33568112
93,585,29.33568112
50,255,29.33568112
75,953,29.33568112
79,1245,32.14234454
77,543,32.14234454
55,656,32.14234454
114,1327,32.14234454
80,721,32.14234454
64,1202,45.34528114
105,1454,45.34528114
249,829,45.34528114
111,181,45.34528114
100,478,45.34528114
116,906,45.34528114
78,1396,45.34528114
47,87,45.34528114
29,1093,45.34528114
45,1213,45.34528114
49,757,45.34330565
82,641,45.34330565
84,1213,45.34330565
20,280,45.34330565
78,316,45.34330565
103,449,45.34330565
14,247,51.00903452
30,1263,51.00903452
107,893,51.00903452
113,1484,51.00903452
28,558,51.00903452
61,842,51.00903452
45,757,51.00903452
83,679,57.18467851
14,769,57.18467851
99,1520,57.18467851
36,1497,63.94931215
19,568,63.94931215
24,1521,63.94931215
20,183,63.94775287
20,1505,63.94775287
20,1244,77.80049539
104,1588,77.80049539
82,638,77.80776909
81,1498,77.80776909
109,1365,77.80776909
104,372,77.80776909
110,1038,77.80776909
50,762,77.80638427
385,1406,84.26545093
188,438,84.26545093
53,1372,84.26545093
100,1245,84.26545093
37,1483,84.26545093
44,275,84.26545093
26,624,95.57951591
42,979,95.57951591
53,164,95.58679955
104,317,95.58679955
79,217,95.58679955
69,1345,95.58679955
70,1406,95.58679955
62,531,95.58679955
98,1004,95.58679955
57,173,100.9736424
50,435,100.9736424
97,1564,100.9736424
98,1059,100.9736424
34,194,100.9736424
20,584,100.9736424
28,655,100.9736424
60,1351,106.6367981
74,768,106.6367981
36,466,112.5447261
97,711,112.5447261
74,351,112.5447261
73,186,112.5447261
82,247,112.5447261
56,1084,118.5905889
1242,1361,118.5905889
1144,1661,118.5905889
1047,1124,118.5905889
951,1716,118.5905889
852,1954,118.5905889
654,796,118.5978804
456,1814,118.5978804
358,1846,118.5978804
260,966,118.5978804
162,340,118.5978804
64,1273,118.5978804
57,120,118.5978804
82,1373,118.5978804
42,686,118.59673
77,718,118.59673
33,457,118.59673
87,606,124.7413769
75,1456,124.7413769
60,377,124.7413769
